Designator,Quantity,Value,Footprint,Package,MPN,DNP,Mount_Type,Description
J1,1,Z88_Serial,DSUB-9_Pins_EdgeMount_P2.77mm,,,,smt,
J2,1,DE9_Pins,DSUB-9_Pins_EdgeMount_P2.77mm,,,,smt,"9-pin D-SUB connector, pins (male)"
