Designator,Quantity,Value,Footprint,Package,MPN,DNP,Mount_Type,Description
J1,1,Z88_Serial,DSUB-9_Pins_EdgeMount_P2.77mm,,,,smt,
J2,1,DB25_Socket,DSUB-25_Socket_EdgeMount_P2.77mm,,,,smt,"25-pin D-SUB connector, socket (female)"
J3,1,PG,PinHeader_1x01_P2.54mm_Vertical,,,,tht,"Generic connector, single row, 01x01, script generated (kicad-library-utils/schlib/autogen/connector/)"
